SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Is_DischargeDataAvailable,RL_of_zeroGauge,MeanSeaLevel,Data Acquisition Time,River Water Level Manual Hourly (meter)
101,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 04:00:00,398.176
102,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 05:00:00,398.334
103,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 06:00:00,398.39
104,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 07:00:00,398.611
105,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 08:00:00,398.985
106,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 09:00:00,399.266
107,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 10:00:00,399.725
108,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 11:00:00,400.119
109,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 12:00:00,400.839
110,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 13:00:00,401.589
111,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 14:00:00,402.125
112,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 15:00:00,403.234
113,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 16:00:00,403.435
114,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 17:00:00,403.396
115,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 18:00:00,403.256
116,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 19:00:00,402.753
117,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 20:00:00,402.337
118,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 21:00:00,402.043
119,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 22:00:00,402.047
120,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-01 23:00:00,402.081
121,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 00:00:00,402.21
122,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 01:00:00,402.308
123,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 02:00:00,402.447
124,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 03:00:00,402.591
125,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 04:00:00,402.682
126,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 05:00:00,402.878
127,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 06:00:00,402.935
128,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 08:00:00,403.482
129,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 09:00:00,403.793
130,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 10:00:00,404.402
131,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 11:00:00,404.842
132,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 12:00:00,405.307
133,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 13:00:00,405.688
134,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 14:00:00,501.822
135,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 15:00:00,405.736
136,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 16:00:00,405.763
137,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 17:00:00,405.863
138,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 18:00:00,405.827
139,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 19:00:00,405.897
140,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 20:00:00,405.922
141,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 21:00:00,406.031
142,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 22:00:00,406.214
143,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-01 23:00:00,406.329
144,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 00:00:00,464.195
145,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 01:00:00,463.71
146,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 02:00:00,463.716
147,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 03:00:00,463.78
148,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 04:00:00,463.583
149,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 05:00:00,463.462
150,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 06:00:00,463.22
151,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 07:00:00,463.146
152,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 08:00:00,463.328
153,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 09:00:00,464.482
154,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 10:00:00,467.142
155,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 11:00:00,467.251
156,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 12:00:00,467.795
157,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 13:00:00,370.649
158,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 14:00:00,370.644
159,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 15:00:00,370.646
160,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 16:00:00,370.631
161,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 17:00:00,370.639
162,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 18:00:00,370.566
163,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 19:00:00,370.625
164,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 20:00:00,370.637
165,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 21:00:00,370.63
166,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 22:00:00,370.624
167,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-02 23:00:00,370.619
168,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 00:00:00,406.64
169,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 01:00:00,406.25
170,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 02:00:00,406.287
171,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 04:00:00,406.813
172,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 05:00:00,406.823
173,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 06:00:00,407.36
174,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 09:00:00,410.459
175,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 10:00:00,412.127
176,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 11:00:00,415.274
177,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 12:00:00,419.036
178,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 13:00:00,369.07
179,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 14:00:00,369.07
180,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 15:00:00,369.07
181,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 16:00:00,369.07
182,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 17:00:00,369.07
183,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 18:00:00,369.07
184,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 19:00:00,369.07
185,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 20:00:00,369.07
186,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 21:00:00,369.07
187,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 22:00:00,369.07
188,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-10-02 23:00:00,369.07
189,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-03 00:00:00,371.125
190,Example-NSWDC,"National Institute of Hydrology, Roorkee",27,Maharashtra,484,Nagpur,HINGNA,-,-,Kalingi,East flowing rivers between Pennar and Kanyakumari,-,-,-,Kalingi,13.73416667,80.17666667,Yes,82.0,21.0,2009-09-03 01:00:00,370.602
